C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\center_2024_02_12_15_18_08_998.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\left_2024_02_12_15_18_08_998.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\right_2024_02_12_15_18_08_998.jpg, 0, 0, 0, 3.976844E-05
C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\center_2024_02_12_15_18_09_098.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\left_2024_02_12_15_18_09_098.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\right_2024_02_12_15_18_09_098.jpg, 0, 0, 0, 3.754543E-05
C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\center_2024_02_12_15_18_09_209.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\left_2024_02_12_15_18_09_209.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\right_2024_02_12_15_18_09_209.jpg, 0, 0, 0, 3.904783E-05
C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\center_2024_02_12_15_18_09_313.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\left_2024_02_12_15_18_09_313.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\right_2024_02_12_15_18_09_313.jpg, 0, 0, 0, 5.90301E-05
C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\center_2024_02_12_15_18_09_419.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\left_2024_02_12_15_18_09_419.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\right_2024_02_12_15_18_09_419.jpg, 0, 0, 0, 4.794626E-05
C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\center_2024_02_12_15_18_09_522.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\left_2024_02_12_15_18_09_522.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\right_2024_02_12_15_18_09_522.jpg, 0, 0, 0, 4.659189E-05
C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\center_2024_02_12_15_18_09_625.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\left_2024_02_12_15_18_09_625.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\right_2024_02_12_15_18_09_625.jpg, 0, 0, 0, 4.034365E-05
C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\center_2024_02_12_15_18_09_728.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\left_2024_02_12_15_18_09_728.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\right_2024_02_12_15_18_09_728.jpg, 0, 0.1130241, 0, 0.01575189
C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\center_2024_02_12_15_18_09_831.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\left_2024_02_12_15_18_09_831.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\right_2024_02_12_15_18_09_831.jpg, 0, 0.422196, 0, 0.4037691
C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\center_2024_02_12_15_18_09_933.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\left_2024_02_12_15_18_09_933.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\right_2024_02_12_15_18_09_933.jpg, 0, 0.7229576, 0, 1.174727
C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\center_2024_02_12_15_18_10_037.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\left_2024_02_12_15_18_10_037.jpg, C:\Users\hunny\Desktop\simulator-windows-64\data\IMG\right_2024_02_12_15_18_10_037.jpg, -0.1800951, 1, 0, 2.2882
